,E,nu
258,8512300.254383393,0.2830323581819736
259,7659503.420692426,0.3930309994127913
260,8691751.445040593,0.3491524346858123
261,8240183.749634107,0.26989763699175495
262,7207507.7710846625,0.4160557167565282
263,8045332.712546505,0.4160557167565282
264,8240183.749634107,0.3281577703725144
265,7659503.420692426,0.2830323581819736
266,8490291.354634097,0.31937048756568054
267,8434979.187533611,0.2910687051784043
268,8691751.445040593,0.2910687051784043
269,8240183.749634107,0.2910687051784043
270,7659503.420692426,0.4160557167565282
271,7659503.420692426,0.36635748378244265
272,8045332.712546505,0.31969710755361663
273,8801334.999430371,0.3491524346858123
274,7207507.7710846625,0.4160557167565282
275,8045332.712546505,0.36635748378244265
276,8801334.999430371,0.2910687051784043
277,7659503.420692426,0.3930309994127913
278,8512300.254383393,0.3281577703725144
279,8638831.393167205,0.2910687051784043
280,8691751.445040593,0.3930309994127913
281,8434979.187533611,0.3491524346858123
282,8512300.254383393,0.31937048756568054
283,8490291.354634097,0.36635748378244265
284,8801334.999430371,0.3930309994127913
285,8045332.712546505,0.3491524346858123
286,8512300.254383393,0.2910687051784043
287,8434979.187533611,0.31937048756568054
288,8045332.712546505,0.31937048756568054
289,8691751.445040593,0.3930309994127913
290,8434979.187533611,0.3491524346858123
291,8240183.749634107,0.3930309994127913
292,7207507.7710846625,0.2910687051784043
293,8512300.254383393,0.4160557167565282
294,7659503.420692426,0.3491524346858123
295,8434979.187533611,0.31969710755361663
296,8490291.354634097,0.31969710755361663
297,8691751.445040593,0.3281577703725144
298,8434979.187533611,0.2830323581819736
299,8240183.749634107,0.3491524346858123
300,8490291.354634097,0.4160557167565282
301,8691751.445040593,0.3930309994127913
302,7659503.420692426,0.31937048756568054
303,7207507.7710846625,0.26989763699175495
304,8434979.187533611,0.31969710755361663
305,7207507.7710846625,0.31969710755361663
306,8490291.354634097,0.3281577703725144
307,8512300.254383393,0.31937048756568054
308,8045332.712546505,0.3491524346858123
309,7207507.7710846625,0.26989763699175495
310,8490291.354634097,0.3491524346858123
311,8240183.749634107,0.26989763699175495
312,8512300.254383393,0.31937048756568054
313,7207507.7710846625,0.26989763699175495
314,8240183.749634107,0.2910687051784043
315,8490291.354634097,0.3281577703725144
316,8240183.749634107,0.3930309994127913
317,7207507.7710846625,0.2830323581819736
318,8490291.354634097,0.4160557167565282
319,8434979.187533611,0.31969710755361663
320,7659503.420692426,0.2910687051784043
321,8512300.254383393,0.31937048756568054
322,8045332.712546505,0.4160557167565282
323,8801334.999430371,0.26989763699175495
324,8512300.254383393,0.2830323581819736
325,8045332.712546505,0.3930309994127913
326,8512300.254383393,0.4160557167565282
327,8045332.712546505,0.36635748378244265
328,8045332.712546505,0.2910687051784043
329,8512300.254383393,0.26989763699175495
330,8240183.749634107,0.3281577703725144
331,8240183.749634107,0.3930309994127913
332,8512300.254383393,0.3491524346858123
333,8240183.749634107,0.2830323581819736
334,8691751.445040593,0.36635748378244265
335,8691751.445040593,0.26989763699175495
336,8490291.354634097,0.2910687051784043
337,7207507.7710846625,0.3930309994127913
338,8045332.712546505,0.3930309994127913
339,8490291.354634097,0.3930309994127913
340,8434979.187533611,0.31937048756568054
341,8638831.393167205,0.36635748378244265
342,8240183.749634107,0.36635748378244265
343,8490291.354634097,0.2830323581819736
344,8691751.445040593,0.3491524346858123
345,8490291.354634097,0.36635748378244265
346,8240183.749634107,0.3930309994127913
347,8240183.749634107,0.4160557167565282
348,8045332.712546505,0.36635748378244265
349,8045332.712546505,0.2910687051784043
350,8490291.354634097,0.31969710755361663
351,8045332.712546505,0.26989763699175495
352,8490291.354634097,0.31937048756568054
353,8045332.712546505,0.4160557167565282
354,8638831.393167205,0.31969710755361663
355,8240183.749634107,0.4160557167565282
356,8638831.393167205,0.31937048756568054
357,7207507.7710846625,0.31937048756568054
358,8801334.999430371,0.2910687051784043
359,8434979.187533611,0.36635748378244265
360,8045332.712546505,0.26989763699175495
361,8490291.354634097,0.26989763699175495
362,7659503.420692426,0.31937048756568054
363,8801334.999430371,0.3491524346858123
364,8512300.254383393,0.26989763699175495
365,8512300.254383393,0.3491524346858123
366,8240183.749634107,0.4160557167565282
367,8638831.393167205,0.2830323581819736
368,8434979.187533611,0.36635748378244265
369,7659503.420692426,0.31969710755361663
370,8434979.187533611,0.26989763699175495
371,7659503.420692426,0.2830323581819736
372,8240183.749634107,0.31937048756568054
373,8045332.712546505,0.26989763699175495
374,7659503.420692426,0.2830323581819736
375,8638831.393167205,0.4160557167565282
376,8691751.445040593,0.31969710755361663
377,8638831.393167205,0.3281577703725144
378,8490291.354634097,0.3491524346858123
379,8691751.445040593,0.31969710755361663
380,7659503.420692426,0.4160557167565282
381,8512300.254383393,0.31969710755361663
382,8512300.254383393,0.31937048756568054
383,8490291.354634097,0.36635748378244265
384,8638831.393167205,0.36635748378244265
385,8638831.393167205,0.4160557167565282
386,8801334.999430371,0.2910687051784043
387,8434979.187533611,0.3281577703725144
388,8691751.445040593,0.26989763699175495
389,8691751.445040593,0.31937048756568054
390,8691751.445040593,0.26989763699175495
391,8240183.749634107,0.36635748378244265
392,8691751.445040593,0.26989763699175495
393,8490291.354634097,0.3930309994127913
394,8434979.187533611,0.31969710755361663
395,8240183.749634107,0.2830323581819736
396,8434979.187533611,0.36635748378244265
397,8490291.354634097,0.31937048756568054
398,8434979.187533611,0.3281577703725144
399,7207507.7710846625,0.2910687051784043
400,8434979.187533611,0.2830323581819736
401,8434979.187533611,0.36635748378244265
402,8638831.393167205,0.3491524346858123
403,8691751.445040593,0.2830323581819736
404,8434979.187533611,0.36635748378244265
405,8691751.445040593,0.2830323581819736
406,7659503.420692426,0.31969710755361663
407,7207507.7710846625,0.2910687051784043
408,8691751.445040593,0.3281577703725144
409,8512300.254383393,0.3281577703725144
410,8240183.749634107,0.31937048756568054
411,8638831.393167205,0.26989763699175495
412,8434979.187533611,0.36635748378244265
413,8240183.749634107,0.26989763699175495
414,8490291.354634097,0.3491524346858123
415,8691751.445040593,0.26989763699175495
416,8045332.712546505,0.3491524346858123
417,7659503.420692426,0.31937048756568054
418,7659503.420692426,0.4160557167565282
419,7207507.7710846625,0.26989763699175495
420,8512300.254383393,0.36635748378244265
421,8638831.393167205,0.36635748378244265
422,8638831.393167205,0.31969710755361663
423,8638831.393167205,0.31969710755361663
424,8490291.354634097,0.36635748378244265
425,8490291.354634097,0.3930309994127913
426,7659503.420692426,0.3281577703725144
427,7207507.7710846625,0.26989763699175495
428,8691751.445040593,0.3491524346858123
429,8045332.712546505,0.3930309994127913
430,8045332.712546505,0.31937048756568054
431,8512300.254383393,0.3281577703725144
432,8801334.999430371,0.3491524346858123
433,8490291.354634097,0.2910687051784043
434,7207507.7710846625,0.31937048756568054
435,8691751.445040593,0.3930309994127913
436,8691751.445040593,0.26989763699175495
437,8490291.354634097,0.31937048756568054
438,8512300.254383393,0.4160557167565282
439,8240183.749634107,0.31969710755361663
440,8240183.749634107,0.36635748378244265
441,8512300.254383393,0.3930309994127913
442,8490291.354634097,0.31937048756568054
443,8434979.187533611,0.31969710755361663
444,7207507.7710846625,0.36635748378244265
445,8638831.393167205,0.2830323581819736
446,8240183.749634107,0.31969710755361663
447,8045332.712546505,0.3281577703725144
448,8240183.749634107,0.3930309994127913
449,8045332.712546505,0.4160557167565282
450,8490291.354634097,0.31969710755361663
451,8512300.254383393,0.2830323581819736
452,8801334.999430371,0.2830323581819736
453,8801334.999430371,0.3930309994127913
454,8434979.187533611,0.3281577703725144
455,8638831.393167205,0.2910687051784043
456,7207507.7710846625,0.2910687051784043
457,8691751.445040593,0.2910687051784043
458,7207507.7710846625,0.26989763699175495
459,8801334.999430371,0.4160557167565282
460,8801334.999430371,0.36635748378244265
461,7659503.420692426,0.2830323581819736
462,8490291.354634097,0.4160557167565282
463,7207507.7710846625,0.31969710755361663
464,8512300.254383393,0.2910687051784043
465,7659503.420692426,0.31969710755361663
466,8801334.999430371,0.26989763699175495
467,8691751.445040593,0.2830323581819736
468,8691751.445040593,0.3930309994127913
469,8512300.254383393,0.31937048756568054
470,8490291.354634097,0.36635748378244265
471,8045332.712546505,0.2910687051784043
472,8490291.354634097,0.36635748378244265
473,8801334.999430371,0.26989763699175495
474,8801334.999430371,0.2830323581819736
475,8434979.187533611,0.3281577703725144
476,8490291.354634097,0.4160557167565282
477,8490291.354634097,0.3491524346858123
478,7207507.7710846625,0.31969710755361663
479,8512300.254383393,0.3281577703725144
480,8434979.187533611,0.3930309994127913
481,7659503.420692426,0.26989763699175495
482,8045332.712546505,0.2830323581819736
483,7207507.7710846625,0.4160557167565282
484,8490291.354634097,0.3930309994127913
485,8512300.254383393,0.3930309994127913
486,8434979.187533611,0.3491524346858123
487,8240183.749634107,0.2830323581819736
488,8638831.393167205,0.4160557167565282
489,7207507.7710846625,0.31969710755361663
490,8240183.749634107,0.2910687051784043
491,8490291.354634097,0.2910687051784043
492,8801334.999430371,0.31937048756568054
493,8512300.254383393,0.26989763699175495
494,8801334.999430371,0.3281577703725144
495,8638831.393167205,0.31937048756568054
496,8691751.445040593,0.36635748378244265
497,8801334.999430371,0.4160557167565282
498,8434979.187533611,0.31969710755361663
499,8691751.445040593,0.3930309994127913
500,8638831.393167205,0.3491524346858123
501,8638831.393167205,0.2830323581819736
502,8490291.354634097,0.3281577703725144
503,8691751.445040593,0.31937048756568054
504,8045332.712546505,0.26989763699175495
505,8434979.187533611,0.3281577703725144
506,8801334.999430371,0.26989763699175495
507,8512300.254383393,0.36635748378244265
508,7207507.7710846625,0.4160557167565282
509,7659503.420692426,0.31969710755361663
510,8045332.712546505,0.26989763699175495
511,8801334.999430371,0.31937048756568054
512,7207507.7710846625,0.4160557167565282
513,8434979.187533611,0.3491524346858123
514,8490291.354634097,0.3930309994127913
515,8434979.187533611,0.3491524346858123
516,8240183.749634107,0.36635748378244265
517,8045332.712546505,0.2830323581819736
518,8434979.187533611,0.3930309994127913
519,8691751.445040593,0.2830323581819736
520,8801334.999430371,0.3491524346858123
521,8434979.187533611,0.31969710755361663
522,8240183.749634107,0.26989763699175495
523,8434979.187533611,0.2910687051784043
524,8691751.445040593,0.3491524346858123
525,8638831.393167205,0.31969710755361663
526,8240183.749634107,0.2910687051784043
527,7207507.7710846625,0.26989763699175495
528,8691751.445040593,0.31937048756568054
529,7659503.420692426,0.4160557167565282
530,8240183.749634107,0.2910687051784043
531,8240183.749634107,0.2830323581819736
532,8691751.445040593,0.26989763699175495
533,8434979.187533611,0.4160557167565282
534,7207507.7710846625,0.3281577703725144
535,8045332.712546505,0.2830323581819736
536,8490291.354634097,0.4160557167565282
537,8490291.354634097,0.2910687051784043
538,8045332.712546505,0.3491524346858123
539,8638831.393167205,0.3281577703725144
540,8801334.999430371,0.2910687051784043
541,8434979.187533611,0.2910687051784043
542,8240183.749634107,0.36635748378244265
543,8240183.749634107,0.3281577703725144
544,8434979.187533611,0.3491524346858123
545,8434979.187533611,0.3491524346858123
546,8691751.445040593,0.2910687051784043
547,8490291.354634097,0.36635748378244265
548,8434979.187533611,0.3491524346858123
549,8512300.254383393,0.31937048756568054
550,8691751.445040593,0.2910687051784043
551,8434979.187533611,0.3930309994127913
552,8691751.445040593,0.2830323581819736
553,8045332.712546505,0.36635748378244265
554,8434979.187533611,0.4160557167565282
555,7659503.420692426,0.31937048756568054
556,8240183.749634107,0.31969710755361663
557,8512300.254383393,0.4160557167565282
558,8434979.187533611,0.2910687051784043
559,7659503.420692426,0.31937048756568054
560,8638831.393167205,0.26989763699175495
561,7659503.420692426,0.36635748378244265
562,8434979.187533611,0.26989763699175495
563,7659503.420692426,0.3281577703725144
564,8638831.393167205,0.31969710755361663
565,8240183.749634107,0.3930309994127913
566,8691751.445040593,0.2830323581819736
567,7659503.420692426,0.2910687051784043
568,8240183.749634107,0.3281577703725144
569,8638831.393167205,0.4160557167565282
570,7659503.420692426,0.2910687051784043
571,8691751.445040593,0.31969710755361663
572,8801334.999430371,0.2830323581819736
573,8512300.254383393,0.31937048756568054
574,8691751.445040593,0.31969710755361663
575,8691751.445040593,0.31969710755361663
576,8434979.187533611,0.2830323581819736
577,8434979.187533611,0.26989763699175495
578,7659503.420692426,0.31969710755361663
579,7207507.7710846625,0.2830323581819736
580,8045332.712546505,0.31937048756568054
581,8240183.749634107,0.4160557167565282
582,8801334.999430371,0.31969710755361663
583,8801334.999430371,0.2830323581819736
584,7207507.7710846625,0.31969710755361663
585,8434979.187533611,0.2910687051784043
586,8638831.393167205,0.3491524346858123
587,8490291.354634097,0.36635748378244265
588,8512300.254383393,0.36635748378244265
589,8691751.445040593,0.3491524346858123
590,8512300.254383393,0.3281577703725144
591,8434979.187533611,0.26989763699175495
592,8045332.712546505,0.4160557167565282
593,8045332.712546505,0.26989763699175495
594,8240183.749634107,0.3491524346858123
595,8638831.393167205,0.26989763699175495
596,8434979.187533611,0.31969710755361663
597,8434979.187533611,0.3281577703725144
598,8638831.393167205,0.36635748378244265
599,8434979.187533611,0.3491524346858123
600,8240183.749634107,0.3281577703725144
601,8045332.712546505,0.4160557167565282
602,8434979.187533611,0.4160557167565282
603,8490291.354634097,0.4160557167565282
604,8801334.999430371,0.3491524346858123
605,8240183.749634107,0.36635748378244265
606,8490291.354634097,0.3930309994127913
607,7659503.420692426,0.36635748378244265
608,7659503.420692426,0.2830323581819736
609,8434979.187533611,0.4160557167565282
610,8638831.393167205,0.4160557167565282
611,8638831.393167205,0.3491524346858123
612,7207507.7710846625,0.3491524346858123
613,8240183.749634107,0.31969710755361663
614,7207507.7710846625,0.26989763699175495
615,8801334.999430371,0.3930309994127913
616,8240183.749634107,0.31969710755361663
617,8434979.187533611,0.36635748378244265
618,8638831.393167205,0.3930309994127913
619,8638831.393167205,0.4160557167565282
620,7659503.420692426,0.31937048756568054
621,8638831.393167205,0.2830323581819736
622,8240183.749634107,0.36635748378244265
623,8490291.354634097,0.31969710755361663
624,8434979.187533611,0.3491524346858123
625,7207507.7710846625,0.26989763699175495
626,8240183.749634107,0.31969710755361663
627,8434979.187533611,0.26989763699175495
628,7659503.420692426,0.4160557167565282
629,8490291.354634097,0.2830323581819736
630,8512300.254383393,0.31937048756568054
631,7207507.7710846625,0.26989763699175495
632,8434979.187533611,0.3930309994127913
633,8490291.354634097,0.31937048756568054
634,8512300.254383393,0.4160557167565282
635,7207507.7710846625,0.26989763699175495
636,8490291.354634097,0.26989763699175495
637,7659503.420692426,0.3930309994127913
638,8434979.187533611,0.2830323581819736
639,8045332.712546505,0.3281577703725144
640,8801334.999430371,0.2910687051784043
641,8434979.187533611,0.31937048756568054
642,8691751.445040593,0.31969710755361663
643,8512300.254383393,0.2910687051784043
644,8045332.712546505,0.3491524346858123
645,7207507.7710846625,0.2830323581819736
646,8801334.999430371,0.4160557167565282
647,8801334.999430371,0.26989763699175495
648,8240183.749634107,0.31937048756568054
649,8490291.354634097,0.2830323581819736
650,8240183.749634107,0.4160557167565282
651,8512300.254383393,0.31969710755361663
652,8638831.393167205,0.2830323581819736
653,8638831.393167205,0.31937048756568054
654,8434979.187533611,0.36635748378244265
655,8691751.445040593,0.2910687051784043
656,8801334.999430371,0.36635748378244265
657,8490291.354634097,0.31937048756568054
658,8801334.999430371,0.31969710755361663
659,7207507.7710846625,0.3281577703725144
660,8638831.393167205,0.3281577703725144
661,8240183.749634107,0.4160557167565282
662,8691751.445040593,0.3930309994127913
663,8512300.254383393,0.26989763699175495
664,8240183.749634107,0.3930309994127913
665,7207507.7710846625,0.26989763699175495
666,8434979.187533611,0.2910687051784043
667,8240183.749634107,0.3930309994127913
668,8240183.749634107,0.31969710755361663
669,8045332.712546505,0.2830323581819736
670,8490291.354634097,0.36635748378244265
671,7207507.7710846625,0.31937048756568054
672,8801334.999430371,0.3491524346858123
673,8512300.254383393,0.2910687051784043
674,7207507.7710846625,0.31969710755361663
675,8434979.187533611,0.3930309994127913
676,8691751.445040593,0.31969710755361663
677,8638831.393167205,0.36635748378244265
678,8638831.393167205,0.31969710755361663
679,8490291.354634097,0.26989763699175495
680,8512300.254383393,0.2910687051784043
681,8512300.254383393,0.31937048756568054
682,8434979.187533611,0.4160557167565282
683,8801334.999430371,0.26989763699175495
684,7207507.7710846625,0.31937048756568054
685,7207507.7710846625,0.3281577703725144
686,8801334.999430371,0.36635748378244265
687,8801334.999430371,0.3491524346858123
688,7659503.420692426,0.3281577703725144
689,8045332.712546505,0.3491524346858123
690,8512300.254383393,0.31937048756568054
691,7207507.7710846625,0.36635748378244265
692,8434979.187533611,0.4160557167565282
693,8045332.712546505,0.2910687051784043
694,7659503.420692426,0.3491524346858123
695,8240183.749634107,0.3281577703725144
696,8240183.749634107,0.3930309994127913
697,8512300.254383393,0.31969710755361663
698,8045332.712546505,0.3281577703725144
699,8045332.712546505,0.31937048756568054
700,8240183.749634107,0.36635748378244265
701,8638831.393167205,0.3491524346858123
702,7659503.420692426,0.2910687051784043
703,8801334.999430371,0.36635748378244265
704,8638831.393167205,0.2910687051784043
705,8240183.749634107,0.4160557167565282
706,7207507.7710846625,0.31937048756568054
707,8801334.999430371,0.3281577703725144
708,8434979.187533611,0.26989763699175495
709,7659503.420692426,0.2830323581819736
710,7659503.420692426,0.2910687051784043
711,8801334.999430371,0.31937048756568054
712,8691751.445040593,0.2910687051784043
713,8434979.187533611,0.3930309994127913
714,8512300.254383393,0.31937048756568054
715,8434979.187533611,0.31937048756568054
716,8240183.749634107,0.2910687051784043
717,7659503.420692426,0.3930309994127913
718,7207507.7710846625,0.31969710755361663
719,8512300.254383393,0.2910687051784043
720,8512300.254383393,0.36635748378244265
721,8691751.445040593,0.36635748378244265
722,8434979.187533611,0.4160557167565282
723,8638831.393167205,0.2910687051784043
724,8240183.749634107,0.3281577703725144
725,7659503.420692426,0.4160557167565282
726,8490291.354634097,0.3491524346858123
727,7207507.7710846625,0.2910687051784043
728,7207507.7710846625,0.4160557167565282
729,8801334.999430371,0.26989763699175495
730,8434979.187533611,0.3281577703725144
731,8045332.712546505,0.3281577703725144
